,Date,Open,High,Low,Close,Adj Close,Volume
88,2017-05-12,476.5,483.0,475.725006,482.125,417.227417,10979996
89,2017-05-15,481.75,481.75,474.549988,475.774994,411.732086,7297164
90,2017-05-16,476.549988,480.075012,473.475006,477.5,413.224915,6130168
91,2017-05-17,475.799988,479.225006,471.924988,476.399994,412.272949,2915508
92,2017-05-18,471.5,486.950012,471.424988,480.875,416.14563,8057848
93,2017-05-19,480.75,481.350006,473.924988,478.975006,414.501373,4257396
94,2017-05-22,479.200012,483.450012,478.274994,480.725006,416.015869,5503052
95,2017-05-23,482.325012,483.5,477.049988,478.649994,414.220123,4039982
96,2017-05-24,480.0,482.75,474.799988,477.399994,413.138367,5636286
97,2017-05-25,480.5,493.299988,480.5,491.649994,425.470215,10438514
98,2017-05-26,493.5,500.0,490.299988,497.850006,430.835693,4988004
99,2017-05-29,495.450012,498.350006,487.850006,492.575012,426.270721,6308434
100,2017-05-30,491.0,500.0,489.325012,498.100006,431.052002,3716910
101,2017-05-31,496.774994,496.774994,487.424988,488.524994,422.765869,7763900
102,2017-06-01,484.649994,489.850006,479.274994,485.700012,426.763733,5508606
103,2017-06-02,486.700012,487.725006,482.100006,484.725006,425.907074,3917966
104,2017-06-05,485.0,486.0,478.524994,479.375,421.206268,5462698
105,2017-06-06,482.5,493.75,482.200012,489.674988,430.256439,7008686
106,2017-06-07,492.5,494.450012,472.5,480.649994,422.326538,12455046
107,2017-06-08,481.475006,481.475006,474.075012,478.225006,420.195831,6195352
108,2017-06-09,469.274994,475.475006,461.5,474.299988,416.747101,14757662
109,2017-06-12,471.674988,482.600006,470.049988,481.924988,423.446869,8591676
110,2017-06-13,476.75,481.475006,475.799988,478.899994,420.78891,4937794
111,2017-06-14,480.0,480.950012,475.600006,479.299988,421.140381,7438110
112,2017-06-15,479.825012,483.975006,474.799988,476.049988,418.284698,5528062
113,2017-06-16,474.549988,476.924988,468.0,470.125,413.078766,10948450
114,2017-06-19,469.975006,470.125,464.0,464.924988,408.509674,6855860
115,2017-06-20,467.5,473.450012,467.024994,471.774994,414.528503,5184396
116,2017-06-21,472.5,474.5,468.024994,471.674988,414.440613,3735864
117,2017-06-22,473.850006,484.350006,467.549988,470.075012,413.03479,9465242
118,2017-06-23,472.5,474.575012,469.0,471.625,414.396667,6403018
119,2017-06-27,472.5,474.0,461.875,463.524994,407.279572,6904660
120,2017-06-28,466.399994,466.5,460.5,462.350006,406.247101,5905224
121,2017-06-29,465.100006,473.975006,463.299988,465.100006,408.663422,15914040
122,2017-06-30,465.399994,469.0,464.5,467.774994,411.013855,4216700
123,2017-07-03,470.549988,477.5,467.299988,475.950012,418.196899,5088924
124,2017-07-04,476.924988,485.0,474.700012,481.075012,422.700012,5167726
125,2017-07-05,479.5,479.5,472.700012,475.450012,417.757568,4226228
126,2017-07-06,472.5,478.5,472.100006,473.5,416.044189,3829720
127,2017-07-07,471.924988,472.725006,466.524994,467.700012,410.947968,5776886
128,2017-07-10,471.600006,479.899994,470.0,478.524994,420.459442,1464376
129,2017-07-11,478.325012,494.75,478.325012,487.674988,428.499146,11539708
130,2017-07-12,487.475006,490.75,484.375,486.174988,427.181091,6275976
131,2017-07-13,488.625,491.725006,482.049988,488.524994,429.246002,5170392
132,2017-07-14,499.725006,503.424988,483.024994,486.024994,427.049347,22478180
133,2017-07-17,487.5,496.0,487.0,492.024994,432.321289,7698250
134,2017-07-18,493.024994,502.399994,490.549988,492.799988,433.002197,8260180
135,2017-07-19,490.725006,494.325012,484.549988,489.924988,430.476044,5890278
136,2017-07-20,489.649994,489.924988,483.475006,484.725006,425.907074,6809740
137,2017-07-21,486.5,491.274994,485.700012,490.049988,430.585876,5980754
138,2017-07-24,491.75,497.0,491.299988,495.274994,435.17691,6129176
139,2017-07-25,495.0,499.5,493.100006,496.924988,436.626709,7145614
140,2017-07-26,499.049988,499.5,495.200012,497.024994,436.714569,6870024
141,2017-07-27,498.0,502.0,483.399994,485.524994,426.609985,12676852
142,2017-07-28,488.0,501.5,481.149994,498.674988,438.164368,11098428
143,2017-07-31,495.950012,510.850006,493.375,505.600006,444.249084,19158248
144,2017-08-01,505.5,508.5,499.174988,502.774994,441.766815,7689398
145,2017-08-02,503.0,506.375,493.600006,496.674988,436.407013,4257584
146,2017-08-03,495.5,499.375,490.125,492.0,432.299347,4640348
147,2017-08-04,494.0,494.5,488.024994,491.875,432.189484,5349018
148,2017-08-07,491.75,491.875,482.850006,484.125,425.379913,6073744
149,2017-08-08,484.25,485.125,477.524994,481.924988,423.446869,6004648
150,2017-08-09,483.825012,486.950012,482.274994,484.674988,425.863129,3922410
151,2017-08-10,484.950012,493.75,484.674988,490.625,431.091156,9140684
152,2017-08-11,488.0,498.5,484.799988,493.850006,433.924866,6544156
153,2017-08-14,494.0,494.600006,488.575012,490.725006,431.179016,3816470
154,2017-08-16,491.0,493.049988,484.5,487.600006,428.433258,6178080
155,2017-08-17,502.5,514.625,499.024994,510.424988,448.488556,25784260
156,2017-08-18,508.950012,508.950012,442.100006,461.625,405.610107,164404960
157,2017-08-21,462.0,462.0,435.0,436.700012,383.709595,90407176
158,2017-08-22,447.600006,448.524994,430.0,437.700012,384.588257,49242598
159,2017-08-23,440.0,451.850006,436.950012,446.399994,392.232544,61284190
160,2017-08-24,455.0,459.125,451.174988,456.075012,400.733582,42380524
161,2017-08-28,471.975006,476.975006,469.0,470.5,413.408264,40712108
162,2017-08-29,470.725006,471.0,462.774994,463.725006,407.455261,13369392
163,2017-08-30,468.600006,469.5,462.049988,463.325012,407.103851,16149664
164,2017-08-31,464.399994,464.475006,456.450012,457.475006,401.963654,15022452
165,2017-09-01,457.975006,462.950012,455.0,459.975006,404.160309,8433922
166,2017-09-04,460.5,460.549988,446.75,450.100006,395.483551,10177108
167,2017-09-05,451.0,452.5,448.625,450.950012,396.230408,9783392
168,2017-09-06,450.0,450.149994,445.0,447.799988,393.462708,7735910
169,2017-09-07,450.0,450.25,446.174988,447.875,393.528595,6241192
170,2017-09-08,449.5,449.5,441.049988,442.149994,388.49826,8604542
171,2017-09-11,445.200012,445.899994,436.825012,439.350006,386.037964,13787642
172,2017-09-12,441.274994,443.875,439.399994,442.024994,388.388458,17241354
173,2017-09-13,442.75,443.799988,440.5,441.875,388.256622,11478228
174,2017-09-14,442.25,448.299988,440.799988,446.200012,392.056824,13698006
175,2017-09-15,446.149994,456.625,446.100006,454.125,399.020172,13459460
176,2017-09-18,455.0,458.875,453.149994,454.549988,399.393585,8475860
177,2017-09-19,454.0,458.0,451.75,456.125,400.777496,6033330
178,2017-09-20,458.5,458.5,453.725006,456.350006,400.975189,5767830
179,2017-09-21,457.5,457.625,454.075012,454.774994,399.591278,8204152
180,2017-09-22,454.075012,455.125,444.0,449.149994,394.648804,17604088
181,2017-09-25,450.5,450.975006,444.549988,447.674988,393.352814,9088700
182,2017-09-26,448.5,454.200012,447.149994,452.950012,397.987762,7366478
183,2017-09-27,453.049988,453.950012,447.549988,449.899994,395.307892,6000138
184,2017-09-28,448.049988,451.950012,447.149994,448.0,393.638428,17537266
185,2017-09-29,449.0,451.200012,447.5,449.950012,395.351746,5705832
186,2017-10-03,455.049988,456.0,450.799988,451.774994,396.955353,4947522
187,2017-10-04,451.5,452.700012,448.575012,449.799988,395.220001,4991492
188,2017-10-05,450.0,452.475006,449.5,451.524994,396.735687,8611300
189,2017-10-06,452.0,461.0,451.975006,460.075012,404.248199,8574308
190,2017-10-09,460.0,464.5,457.0,461.950012,405.895721,3504832
191,2017-10-10,469.975006,469.975006,464.774994,467.725006,410.96994,7143220
192,2017-10-11,467.725006,469.0,464.0,465.350006,408.883179,5982504
193,2017-10-12,465.0,467.174988,459.774994,463.649994,407.389404,10280972
194,2017-10-13,466.399994,466.75,463.774994,465.049988,408.619476,7180728
195,2017-10-16,467.975006,471.0,466.5,469.5,412.52951,5758750
196,2017-10-17,468.399994,468.399994,464.75,465.25,408.795258,5625102
197,2017-10-18,464.450012,465.0,461.475006,462.174988,406.093353,7231852
198,2017-10-19,465.0,466.0,462.600006,463.475006,407.235657,1091434
199,2017-10-23,465.0,471.0,464.049988,469.75,412.749207,9154096
200,2017-10-24,473.0,473.325012,460.799988,463.25,407.037903,14529328
201,2017-10-25,459.5,472.350006,457.625,467.649994,410.903992,13984134
202,2017-10-26,471.0,475.899994,470.049988,473.674988,416.197906,33659258
203,2017-10-27,477.5,478.850006,472.0,473.174988,415.758575,8524956
204,2017-10-30,477.325012,477.325012,470.524994,472.049988,414.770081,12968326
205,2017-10-31,462.5,465.0,460.0,460.924988,410.649536,9954988
206,2017-11-01,462.5,464.700012,461.649994,463.524994,412.966003,5633134
207,2017-11-02,461.524994,463.0,460.0,461.450012,411.11734,4686138
208,2017-11-03,458.5,464.950012,458.475006,463.325012,412.787842,3699086
209,2017-11-06,461.575012,467.5,461.325012,464.350006,413.70105,5066534
210,2017-11-07,463.125,480.0,462.924988,477.75,425.639435,13442820
211,2017-11-08,480.125,480.924988,473.75,476.149994,424.213989,5369994
212,2017-11-09,476.5,481.5,474.125,477.25,425.193939,4723232
213,2017-11-10,479.399994,482.174988,475.0,481.024994,428.557129,6589428
214,2017-11-13,481.024994,484.700012,474.674988,475.975006,424.057983,5021216
215,2017-11-14,475.975006,477.424988,471.625,474.549988,422.788391,5733710
216,2017-11-15,472.575012,476.75,472.25,475.899994,423.99118,7023516
217,2017-11-16,475.899994,497.950012,474.25,494.200012,440.295135,15687502
218,2017-11-17,492.75,492.75,482.575012,485.475006,432.52179,8057670
219,2017-11-20,484.5,485.5,478.625,480.274994,427.888947,5661190
220,2017-11-21,480.649994,485.75,480.024994,483.125,430.428131,5364656
221,2017-11-22,483.299988,485.524994,481.649994,483.149994,430.450378,6084920
222,2017-11-23,485.75,497.225006,484.5,495.625,441.564667,11894618
223,2017-11-24,495.450012,509.649994,495.100006,504.774994,449.716675,18619912
224,2017-11-27,503.350006,503.350006,496.649994,499.375,444.90564,6017730
225,2017-11-28,497.200012,499.950012,490.649994,492.350006,438.646912,4616868
226,2017-11-29,493.825012,495.975006,490.149994,491.350006,437.755981,3838070
227,2017-11-30,494.725006,494.725006,484.174988,488.049988,434.815918,17266944
228,2017-12-01,489.700012,491.600006,478.524994,479.399994,427.109436,4085000
229,2017-12-04,490.0,498.399994,484.274994,492.674988,438.936432,17811606
230,2017-12-05,492.674988,501.5,489.5,492.174988,438.490997,9976738
231,2017-12-06,492.5,497.049988,492.0,495.149994,441.14151,7490094
232,2017-12-07,494.5,501.450012,492.799988,499.899994,445.373383,7549544
233,2017-12-08,500.5,503.5,497.5,500.924988,446.28653,5983244
234,2017-12-11,497.475006,503.450012,496.975006,502.649994,447.823395,5139098
235,2017-12-12,501.0,507.0,501.0,505.25,450.139862,9320434
236,2017-12-13,505.450012,509.5,498.825012,501.875,447.132996,5362398
237,2017-12-14,502.625,507.5,499.649994,506.549988,451.298035,6023572
238,2017-12-15,506.5,513.200012,505.924988,511.450012,455.663574,10384134
239,2017-12-18,505.950012,515.349976,502.899994,508.299988,452.857178,4035448
240,2017-12-19,508.725006,508.975006,499.774994,501.975006,447.222046,7118898
241,2017-12-20,502.549988,509.299988,500.5,507.924988,452.523071,4186326
242,2017-12-21,507.399994,514.474976,499.200012,511.024994,455.284973,11059162
243,2017-12-22,508.0,522.400024,508.0,519.674988,462.991364,12906940
244,2017-12-26,515.0,520.75,511.5,517.799988,461.320862,10808906
245,2017-12-27,514.0,519.549988,513.700012,517.125,460.719574,6970172
246,2017-12-28,515.0,520.0,511.899994,516.625,460.274078,8433472
247,2017-12-29,515.049988,524.400024,515.0,521.025024,464.194214,6601768
248,2018-01-01,518.849976,522.25,515.0,516.775024,460.407776,5431340
249,2018-01-02,518.625,521.0,511.5,514.849976,458.692719,6112248
250,2018-01-03,514.25,515.799988,509.299988,510.649994,454.950836,6846552
251,2018-01-04,510.5,510.5,504.799988,507.700012,452.322632,8947614
252,2018-01-05,507.649994,513.200012,503.0,506.0,450.808044,11025976
253,2018-01-08,512.450012,519.5,510.024994,518.025024,461.521454,5594690
254,2018-01-09,520.0,522.450012,514.450012,520.674988,463.882416,9948236
255,2018-01-10,523.400024,528.0,516.525024,526.125,468.737976,9468634
256,2018-01-11,527.625,541.700012,527.625,537.900024,479.228516,16775298
257,2018-01-12,542.900024,542.950012,535.275024,539.224976,480.409058,18016528
258,2018-01-15,540.0,546.474976,532.549988,540.575012,481.611755,10649250
259,2018-01-16,540.625,567.400024,540.625,561.424988,500.187592,22646966
260,2018-01-17,562.424988,580.900024,561.5,576.049988,513.217346,26154088
261,2018-01-18,572.5,582.450012,566.049988,576.349976,513.484619,13204970
262,2018-01-19,572.5,573.950012,568.0,571.724976,509.364044,5988278
263,2018-01-22,566.075012,578.474976,566.0,575.0,512.28186,9650214
264,2018-01-23,577.5,594.0,577.5,588.549988,524.353882,15403796
265,2018-01-24,587.400024,610.525024,583.75,592.900024,528.22937,20604718
266,2018-01-25,591.0,591.700012,581.125,587.700012,523.596619,13548914
267,2018-01-29,583.275024,598.125,582.599976,591.450012,526.937561,10823002
268,2018-01-30,589.450012,591.549988,581.349976,585.325012,521.480591,8628312
269,2018-01-31,579.575012,583.299988,571.075012,575.125,512.393188,9213698
270,2018-02-01,571.099976,578.950012,559.275024,572.299988,509.876373,13005454
271,2018-02-02,567.625,581.450012,565.049988,571.625,509.274963,10244486
272,2018-02-05,570.0,577.424988,567.924988,569.099976,507.025391,9860220
273,2018-02-06,549.974976,564.174988,547.575012,553.875,493.461029,10552078
274,2018-02-07,558.0,562.400024,551.775024,554.525024,494.040192,8342056
275,2018-02-08,561.400024,573.200012,558.275024,567.125,505.265839,8807244
276,2018-02-09,559.0,560.150024,553.0,554.575012,494.084747,4382690
277,2018-02-12,557.400024,560.299988,548.900024,551.400024,491.256073,6291972
278,2018-02-14,553.0,558.650024,545.099976,548.875,489.006531,8345712
279,2018-02-15,551.5,564.849976,551.5,557.224976,496.445648,7986736
280,2018-02-16,562.5,570.825012,559.049988,564.025024,502.504059,9889222
281,2018-02-19,564.200012,568.0,560.150024,565.875,504.15213,6461840
282,2018-02-20,551.875,574.75,551.875,568.474976,506.468536,7188594
283,2018-02-21,573.75,575.950012,570.0,573.700012,511.123657,13771358
284,2018-02-22,572.775024,582.0,570.224976,580.375,517.070496,17859974
285,2018-02-23,581.75,583.0,573.375,577.825012,514.798706,9459828
286,2018-02-26,575.5,577.525024,567.174988,569.299988,507.203613,5083608
287,2018-02-27,572.474976,576.825012,562.825012,575.099976,512.370911,6616026
288,2018-02-28,573.799988,594.75,571.275024,586.299988,522.349304,17268416
289,2018-03-01,584.799988,584.799988,578.025024,580.375,517.070496,6579852
290,2018-03-05,580.375,585.400024,571.625,577.950012,514.910034,8101456
291,2018-03-06,581.275024,582.700012,571.799988,575.674988,512.88324,6689734
292,2018-03-07,577.5,580.0,569.025024,572.049988,509.653625,6370416
293,2018-03-08,574.5,582.900024,574.5,578.325012,515.244202,6093014
294,2018-03-09,581.174988,583.0,577.775024,581.700012,518.251099,4220964
295,2018-03-12,588.0,595.924988,585.875,592.875,528.207153,7676970
296,2018-03-13,590.099976,598.5,587.575012,591.900024,527.338501,8581052
297,2018-03-14,590.0,595.299988,584.549988,590.400024,526.002197,4429710
298,2018-03-15,590.0,594.200012,586.0,591.25,526.759338,6101500
299,2018-03-16,591.0,591.200012,584.625,585.950012,522.037476,17954826
300,2018-03-19,582.0,590.25,571.325012,573.375,510.834076,7526620
301,2018-03-20,574.299988,585.0,574.299988,582.275024,518.763428,8553766
302,2018-03-21,585.0,587.75,581.099976,583.75,520.077454,7692994
303,2018-03-22,582.25,588.724976,577.650024,580.650024,517.315613,6813168
304,2018-03-23,573.5,586.900024,571.174988,583.799988,520.121948,12008084
305,2018-03-26,583.450012,583.450012,572.0,577.625,514.620605,8930722
306,2018-03-27,580.0,580.650024,575.049988,577.0,514.063721,3802088
307,2018-03-28,575.375,575.375,563.125,565.900024,504.174469,12558322
308,2018-04-02,570.5,574.775024,560.650024,568.575012,506.557648,8072702
309,2018-04-03,567.349976,571.775024,564.049988,570.224976,508.027649,4077168
310,2018-04-04,572.0,572.275024,560.0,562.099976,500.789001,4813302
311,2018-04-05,569.775024,575.650024,564.549988,573.775024,511.190552,7763544
312,2018-04-06,571.5,573.0,561.049988,563.5,502.036194,5937742
313,2018-04-09,562.5,562.900024,553.275024,555.625,495.020172,7202882
314,2018-04-10,556.0,562.25,552.700012,556.700012,495.977905,8926058
315,2018-04-11,559.0,565.75,558.25,562.125,500.811218,9025574
316,2018-04-12,564.724976,586.375,562.5,581.299988,517.894714,17044366
317,2018-04-13,587.0,592.950012,575.125,585.724976,521.837036,21227038
318,2018-04-16,551.0,570.0,551.0,566.599976,504.798035,24745084
319,2018-04-17,563.5,563.700012,557.5,562.599976,501.234253,10397940
320,2018-04-18,561.424988,567.375,556.924988,562.974976,501.568573,10430380
321,2018-04-19,562.0,569.900024,561.549988,566.424988,504.64212,8525542
322,2018-04-20,569.5,596.849976,568.474976,589.224976,524.9552,24272692
323,2018-04-23,584.0,607.200012,577.625,593.849976,529.075806,21830638
324,2018-04-24,592.5,598.200012,575.049988,577.25,514.286438,8526216
325,2018-04-25,576.0,585.5,572.599976,580.174988,516.892273,11594178
326,2018-04-26,587.0,590.825012,580.0,588.224976,524.064331,11302084
327,2018-04-27,590.0,595.799988,587.099976,592.599976,527.962158,7663370
328,2018-04-30,590.849976,603.974976,590.325012,599.75,534.332214,5511678
329,2018-05-02,599.450012,600.799988,590.5,598.525024,533.240906,10295042
330,2018-05-03,598.625,602.349976,588.049988,591.275024,526.781677,5332230
331,2018-05-04,592.5,593.0,577.5,586.549988,522.572021,6023368
332,2018-05-07,590.625,595.0,587.75,591.5,526.982056,4638960
333,2018-05-08,588.950012,588.950012,580.525024,582.775024,519.208801,5718556
334,2018-05-09,583.75,588.450012,581.5,585.349976,521.50293,3783504
335,2018-05-10,588.0,591.5,581.424988,584.0,520.300171,3182862
336,2018-05-11,586.150024,591.599976,583.025024,590.375,525.979736,3311706
337,2018-05-14,592.174988,595.75,585.0,594.650024,529.788574,4432094
338,2018-05-15,594.049988,604.0,594.049988,597.275024,532.127136,5611974
339,2018-05-16,593.625,599.0,592.25,594.974976,530.078064,6205004
340,2018-05-17,598.0,598.724976,586.775024,591.450012,526.937561,9519598
341,2018-05-18,591.5,593.275024,586.5,591.599976,527.071167,7139660
342,2018-05-21,589.775024,594.200012,585.0,589.75,525.423035,8475320
343,2018-05-22,587.5,599.0,586.950012,596.924988,531.815491,5636804
344,2018-05-23,597.5,603.825012,590.75,592.450012,527.828491,9538442
345,2018-05-24,599.0,613.775024,599.0,610.5,543.909729,9740570
346,2018-05-25,615.049988,624.325012,610.400024,614.150024,547.16156,8901438
347,2018-05-28,615.5,616.299988,603.0,607.200012,540.969727,5739794
348,2018-05-29,607.025024,613.275024,603.099976,608.349976,541.994202,3388934
349,2018-05-30,608.5,614.375,602.799988,605.849976,539.766846,6323066
350,2018-05-31,605.849976,621.0,605.125,615.900024,548.720764,19720340
351,2018-06-01,615.200012,623.125,608.599976,610.400024,543.820496,4998356
352,2018-06-04,610.549988,621.5,606.0,619.700012,552.106201,4270156
353,2018-06-05,621.0,621.0,608.5,610.424988,543.842773,4710862
354,2018-06-06,612.599976,620.775024,610.025024,618.724976,551.237488,4038184
355,2018-06-07,619.0,629.0,619.0,626.224976,557.919495,6676226
356,2018-06-08,624.0,631.0,623.025024,630.025024,561.305054,6459878
357,2018-06-11,632.775024,635.0,627.525024,631.200012,562.351929,5171290
358,2018-06-12,632.875,635.625,625.224976,629.25,560.614624,7839820
359,2018-06-13,633.400024,642.0,633.400024,637.400024,567.87561,5766928
360,2018-06-14,626.5,626.5,617.049988,619.849976,556.60614,7598848
361,2018-06-15,618.5,645.75,617.5,640.625,575.261292,19957760
362,2018-06-18,642.0,645.625,631.174988,633.700012,569.042969,8214846
363,2018-06-19,631.5,631.700012,619.025024,620.799988,557.459106,7545700
364,2018-06-20,624.25,626.174988,619.0,621.575012,558.15509,5371802
365,2018-06-21,622.974976,628.25,618.0,623.275024,559.681763,5798790
366,2018-06-22,621.5,627.75,620.599976,623.924988,560.26532,4343118
367,2018-06-25,628.575012,639.400024,627.0,636.224976,571.310303,7731178
368,2018-06-26,634.5,641.950012,633.125,638.924988,573.734863,4483504
369,2018-06-27,641.974976,646.724976,632.799988,635.0,570.210327,6952142
370,2018-06-28,638.150024,649.0,638.125,644.799988,579.010315,10996818
371,2018-06-29,649.025024,657.5,641.625,653.599976,586.912476,9966600
372,2018-07-02,657.0,670.0,657.0,667.349976,599.25946,4830144
373,2018-07-03,665.950012,678.950012,665.875,676.875,607.812744,8127452
374,2018-07-04,676.025024,676.325012,669.424988,672.599976,603.973938,5025722
375,2018-07-05,673.549988,673.625,634.049988,642.0,576.496094,17019902
376,2018-07-06,645.125,650.924988,634.5,642.125,576.608215,11215356
377,2018-07-09,648.5,651.5,639.525024,649.424988,583.163513,6644998
378,2018-07-10,654.25,657.724976,647.150024,650.700012,584.308472,5974488
379,2018-07-11,658.775024,671.049988,645.674988,660.224976,592.861572,11899832
380,2018-07-12,663.049988,663.549988,642.224976,647.174988,581.143066,13272240
381,2018-07-13,657.5,665.799988,649.174988,658.700012,591.492188,19496158
